,ADA,AION,ALGO,ATOM,BAND,BAT,BCH,BNB,BNT,BTC,BTS,BTT,BUSD,CTXC,CVC,DASH,DATA,DENT,DOGE,ENJ,EOS,ETC,ETH,FTT,FUN,GTO,HBAR,ICX,IOST,IOTA,IOTX,LINK,LSK,LTC,MATIC,MITH,NANO,NEO,NULS,OMG,ONT,QTUM,RLC,STX,THETA,TRX,TUSD,VET,WAN,WAVES,WTC,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2020-11-23,0.15445,0.0762,0.3357,5.811,7.2872,0.2548,323.22,30.995,1.123,18368.0,0.02364,0.0003281,0.9991,0.0853,0.08691,94.24,0.04613,0.0001967,0.0036845,0.15501,3.3789,6.5685,608.58,4.226,0.004084,0.0076,0.03525,0.4374,0.005586,0.3612,0.00815,15.2746,1.339,89.03,0.02113,0.00565,1.1771,19.093,0.2715,4.2309,0.6084,2.794,1.1599,0.2334,0.66535,0.03174,0.9992,0.016023,0.3621,7.9207,0.3844,0.13231,129.88,0.61579,2.6211,79.52,0.02442,0.4381
2020-11-24,0.16721,0.0875,0.3576,5.966,7.2163,0.2613,348.06,33.9407,1.0982,19160.01,0.02617,0.0003581,0.9993,0.0933,0.08672,114.5,0.04598,0.0002076,0.0042592,0.15931,3.5987,7.2767,604.97,4.366,0.00447,0.00805,0.03655,0.4662,0.00637,0.3845,0.0089,15.6703,1.5328,89.25,0.0216,0.00611,1.3744,20.499,0.2822,4.3646,0.6388,3.079,1.2079,0.2278,0.69194,0.03523,0.999,0.016174,0.3657,7.5488,0.3938,0.19571,135.15,0.694,2.6727,86.8,0.02535,0.4644
2020-11-25,0.15473,0.0821,0.3429,5.904,6.7952,0.2562,312.99,31.2953,1.0761,18719.11,0.02465,0.0003408,0.9999,0.0934,0.08872,102.06,0.04459,0.0002161,0.0037081,0.16198,3.4247,6.95,569.5,4.167,0.004385,0.00782,0.03616,0.4722,0.006273,0.3552,0.008591,14.2016,1.4483,81.75,0.02087,0.00634,1.1917,19.711,0.2845,4.4269,0.6992,2.924,1.0835,0.2411,0.69374,0.03304,0.9999,0.016548,0.3851,6.7033,0.3958,0.19295,128.8,0.63022,2.5995,78.15,0.02879,0.4423
2020-11-26,0.13843,0.0718,0.3016,5.33,5.9758,0.2247,271.44,28.2356,0.9511,17149.47,0.02222,0.0003104,0.9995,0.0826,0.07695,91.83,0.03849,0.0001982,0.0032492,0.1415,2.9522,6.1404,519.83,3.918,0.003944,0.00658,0.03258,0.4039,0.005612,0.3046,0.007478,12.603,1.2269,71.0,0.01775,0.0055,1.0175,17.192,0.2475,3.7036,0.5582,2.522,0.9351,0.2558,0.62041,0.02942,0.9991,0.014627,0.3577,6.0606,0.3588,0.16835,119.98,0.53654,2.2456,70.16,0.02582,0.4074
2020-11-27,0.14178,0.0727,0.3002,5.368,5.778,0.225,265.45,28.4606,0.96,17139.52,0.02199,0.0003116,0.9996,0.0817,0.07991,92.32,0.03955,0.0001993,0.0032752,0.14159,2.8734,6.2115,518.68,3.986,0.003875,0.0068,0.03324,0.3966,0.005576,0.3126,0.00747,12.4989,1.2168,69.15,0.01766,0.00565,1.12,17.12,0.2589,3.6088,0.545,2.602,0.9266,0.2384,0.60688,0.02938,0.9995,0.014487,0.373,6.4518,0.351,0.20699,117.32,0.5623,2.2521,69.5,0.02465,0.4034
2020-11-28,0.16489,0.0752,0.3127,5.43,5.9151,0.2295,275.97,29.1766,0.988,17719.85,0.02337,0.0003184,0.9992,0.0844,0.08219,109.07,0.04096,0.0002092,0.0033945,0.14455,2.9982,6.3268,537.52,4.109,0.004011,0.00693,0.03402,0.4078,0.005881,0.3397,0.007563,13.0853,1.2775,72.7,0.01872,0.00594,1.1739,17.533,0.2596,3.779,0.5633,2.69,0.9895,0.2351,0.62438,0.03047,0.9992,0.01535,0.3761,6.5973,0.3646,0.20021,122.03,0.62579,2.3199,75.31,0.02673,0.4158
2020-11-29,0.16663,0.0741,0.3171,5.429,6.1091,0.2363,285.04,30.1045,0.9808,18184.99,0.02319,0.0003187,0.9992,0.085,0.08054,108.15,0.04041,0.000214,0.0034365,0.14362,3.0311,6.3926,576.3,4.292,0.004054,0.00679,0.0337,0.4079,0.006002,0.3435,0.007539,13.38,1.2799,78.91,0.01888,0.00614,1.175,17.684,0.2503,3.7798,0.5682,2.734,0.9722,0.2363,0.61777,0.03072,0.9992,0.015151,0.3615,7.0331,0.3547,0.19423,123.94,0.60543,2.3586,75.06,0.02928,0.4151
2020-11-30,0.17204,0.0764,0.3289,5.571,6.2369,0.2438,317.49,31.4935,1.0167,19695.87,0.02391,0.0003794,0.9997,0.0859,0.08159,112.83,0.04129,0.0002246,0.003561,0.14889,3.2615,6.7458,616.66,4.681,0.0042,0.00688,0.03456,0.4394,0.006207,0.3523,0.007966,14.2677,1.3304,87.65,0.0196,0.006,1.1989,18.577,0.2636,3.9528,0.5979,2.932,1.0271,0.242,0.6428,0.03236,0.9996,0.015972,0.3529,7.0841,0.3733,0.20295,130.65,0.66417,2.4914,78.91,0.02933,0.4292
2020-12-01,0.15562,0.0729,0.3082,5.256,5.9278,0.2351,287.61,30.1996,0.9671,18764.96,0.0229,0.0003415,0.9994,0.0812,0.08515,103.91,0.0423,0.0002088,0.0033211,0.14642,2.9942,6.1466,585.26,4.495,0.004029,0.00685,0.03434,0.4179,0.006059,0.3263,0.00764,13.3461,1.3502,85.08,0.01863,0.00558,1.1631,17.53,0.2524,3.662,0.5575,2.718,0.9373,0.2384,0.61372,0.03024,0.9993,0.014737,0.3511,6.8201,0.3579,0.18382,125.79,0.61088,2.3221,74.82,0.02796,0.3994
2020-12-02,0.15845,0.0764,0.3411,5.51,6.5264,0.2422,294.15,30.2875,0.9999,19204.09,0.02356,0.0003454,0.9995,0.0837,0.12626,105.23,0.04236,0.0002284,0.0033624,0.16168,3.0565,6.2376,596.89,4.51,0.004131,0.00704,0.03785,0.4373,0.00634,0.3445,0.008093,13.9799,1.4159,88.9,0.01932,0.00599,1.1616,18.026,0.2572,3.7916,0.5768,2.787,0.9928,0.2463,0.63198,0.03118,0.9995,0.016405,0.3565,7.0493,0.3726,0.18514,127.92,0.62972,2.3885,76.66,0.03114,0.427
2020-12-03,0.16398,0.0792,0.3404,5.5,7.2824,0.2432,292.1,30.7065,1.0483,19421.9,0.02357,0.000344,0.9992,0.0855,0.12103,107.54,0.04315,0.000254,0.003429,0.15721,3.0803,6.587,615.85,4.593,0.004171,0.00745,0.03921,0.4402,0.006244,0.3489,0.007777,13.9749,1.4204,89.0,0.02078,0.00603,1.1714,18.853,0.2587,3.7903,0.5894,2.877,1.0518,0.2459,0.66365,0.03166,0.9992,0.017397,0.3572,7.3857,0.3847,0.18436,133.54,0.63046,2.405,75.69,0.0336,0.4306
2020-12-04,0.14781,0.0743,0.3257,5.049,6.4215,0.2285,279.56,29.0231,0.9758,18650.52,0.02238,0.000324,0.9997,0.0802,0.10054,98.86,0.03982,0.0002266,0.003283,0.14643,2.8456,5.9515,567.24,4.329,0.003835,0.00666,0.03522,0.3991,0.006009,0.322,0.007057,12.68,1.2956,79.52,0.01885,0.00559,1.0516,17.298,0.2444,3.5286,0.5367,2.591,0.9286,0.2256,0.66648,0.02947,0.9997,0.015698,0.3164,7.227,0.3465,0.16154,126.57,0.55367,2.2767,69.01,0.02954,0.3928
2020-12-05,0.15993,0.0794,0.3431,5.261,6.9348,0.236,289.57,29.728,1.0306,19147.66,0.02307,0.0003434,0.9996,0.0836,0.116,102.99,0.0414,0.0002345,0.0033917,0.15251,3.0079,6.1922,596.8,4.496,0.004116,0.00701,0.03723,0.4227,0.006174,0.3415,0.00755,13.1748,1.3628,83.14,0.01968,0.00577,1.1156,17.975,0.2641,3.7819,0.5578,2.718,0.98,0.2301,0.73778,0.03056,0.9995,0.017484,0.3495,8.1289,0.3731,0.1717,133.49,0.58517,2.3237,71.83,0.03402,0.4081
2020-12-06,0.15873,0.0791,0.3367,5.213,6.685,0.2371,286.24,29.5026,1.03,19359.4,0.02273,0.000345,0.9994,0.0841,0.10728,102.09,0.04018,0.000243,0.0033857,0.15257,2.9969,6.1708,601.54,4.531,0.004091,0.00683,0.03696,0.4134,0.006027,0.3383,0.007349,13.5057,1.3398,83.55,0.01956,0.00561,1.0898,17.89,0.2581,3.701,0.5554,2.653,0.9748,0.247,0.69941,0.03091,0.9995,0.017144,0.3392,8.4331,0.3704,0.17593,134.33,0.62107,2.3237,74.61,0.03538,0.3999
2020-12-07,0.15401,0.0836,0.3311,5.1,7.44,0.2357,283.86,29.37,1.0251,19166.9,0.02283,0.0003323,0.9996,0.0833,0.10247,101.53,0.04082,0.0002518,0.003336,0.15153,2.9491,6.1525,591.28,4.475,0.004037,0.00674,0.03957,0.4219,0.005934,0.3186,0.007172,13.0704,1.353,83.37,0.01915,0.0054,1.0574,17.442,0.2564,3.5819,0.5446,2.612,0.9737,0.2656,0.68216,0.03029,0.9996,0.018137,0.3478,8.9462,0.3541,0.16804,138.61,0.60818,2.2746,75.57,0.03555,0.4047
2020-12-08,0.1412,0.079,0.3011,4.738,6.6893,0.2198,267.7,27.6705,0.958,18324.11,0.02154,0.0003212,1.0004,0.0832,0.09247,95.01,0.03774,0.00022,0.0031723,0.14028,2.803,5.7707,554.94,4.218,0.003823,0.00612,0.03624,0.3884,0.005546,0.2991,0.006658,12.1356,1.2509,76.76,0.0176,0.005,0.972,16.456,0.2674,3.2384,0.5055,2.41,0.9272,0.2854,0.745,0.0279,1.0005,0.016382,0.3236,7.7944,0.3248,0.15263,135.87,0.5589,2.1536,69.61,0.03135,0.3797
2020-12-09,0.14796,0.0787,0.3056,4.804,6.9135,0.2197,268.7,28.1452,0.9865,18541.28,0.02098,0.0003259,0.9997,0.0822,0.09881,95.62,0.04065,0.0002288,0.0031562,0.1407,2.8085,6.0625,573.09,4.322,0.003885,0.00646,0.0365,0.3882,0.006129,0.3084,0.007014,12.6212,1.2348,77.41,0.01808,0.00529,1.0497,16.899,0.2875,3.2836,0.506,2.491,0.9228,0.2757,0.72396,0.0287,0.9997,0.016758,0.35,8.5543,0.3362,0.17206,132.46,0.58265,2.1743,69.38,0.03105,0.3811
2020-12-10,0.14188,0.0762,0.2936,4.655,6.3934,0.2087,265.75,27.6926,0.9787,18254.63,0.0204,0.0003131,1.0001,0.0807,0.09135,92.86,0.03974,0.0002164,0.0031043,0.14221,2.7401,5.8918,558.99,4.218,0.00394,0.00634,0.03583,0.3791,0.005897,0.2852,0.006787,11.9172,1.211,74.7,0.0177,0.00514,0.9909,16.238,0.2634,3.1493,0.4941,2.43,0.8643,0.2618,0.67992,0.02811,1.0002,0.015937,0.3528,8.116,0.3271,0.16073,133.6,0.57267,2.1055,65.96,0.03265,0.3698
2020-12-11,0.13926,0.072,0.2887,4.707,6.0491,0.2029,259.24,27.3419,0.95,18036.53,0.02189,0.0003055,1.0001,0.0797,0.08919,93.25,0.03857,0.0002068,0.0030732,0.14,2.6938,5.7895,544.43,4.105,0.003937,0.00644,0.03337,0.3601,0.005692,0.2738,0.007057,11.6335,1.1924,72.2,0.01744,0.0049,0.9271,15.898,0.2483,2.9914,0.4789,2.337,0.8358,0.275,0.68052,0.02778,1.0003,0.015587,0.3264,8.1207,0.3173,0.15077,141.43,0.54945,2.0791,63.71,0.02955,0.3558
2020-12-12,0.14438,0.0817,0.3091,5.06,6.2278,0.211,267.89,28.1603,1.006,18808.69,0.0217,0.000316,0.9995,0.0852,0.09731,94.74,0.04027,0.0002035,0.0031609,0.14447,2.7672,5.971,568.04,4.258,0.004035,0.00725,0.0347,0.3838,0.00594,0.2907,0.007072,12.2259,1.2544,76.67,0.01785,0.00519,1.0056,16.463,0.2605,3.1878,0.5005,2.469,0.8731,0.2958,0.69225,0.02855,0.9995,0.016497,0.3428,8.4688,0.3286,0.15888,146.82,0.50658,2.1357,65.95,0.03267,0.3921
2020-12-13,0.15406,0.0836,0.3092,5.195,6.4598,0.2131,276.02,29.1571,1.0468,19174.99,0.02176,0.00032,1.0003,0.0844,0.09692,97.61,0.04077,0.0002136,0.00326,0.14378,2.8507,6.1209,590.7,4.457,0.004159,0.00708,0.03515,0.3871,0.005905,0.3014,0.007114,12.9392,1.2667,82.28,0.01817,0.00516,1.0883,17.261,0.2591,3.2779,0.5182,2.557,0.8951,0.3237,0.72938,0.02921,1.0004,0.01647,0.3519,8.6419,0.3387,0.1761,152.12,0.51365,2.232,68.25,0.03278,0.3961
2020-12-14,0.15877,0.0898,0.3129,5.227,6.83,0.2181,276.94,30.0338,1.2647,19273.14,0.02126,0.0003341,1.0001,0.0825,0.095,96.69,0.04105,0.0002113,0.003226,0.15084,2.847,6.0388,586.29,4.539,0.004197,0.00742,0.03458,0.4052,0.006184,0.3025,0.007423,12.8502,1.264,82.35,0.01839,0.00537,1.0643,17.398,0.2809,3.234,0.5147,2.521,0.922,0.3194,0.75209,0.0291,1.0001,0.01637,0.3834,8.6192,0.3379,0.1702,152.52,0.4974,2.2243,68.0,0.03296,0.3868
2020-12-15,0.15381,0.0884,0.325,5.291,6.4928,0.2181,288.85,29.5053,1.7817,19426.43,0.02185,0.0003238,0.9998,0.0824,0.0946,96.96,0.042,0.0002108,0.0032078,0.1553,2.8615,6.0499,588.64,4.638,0.00422,0.00709,0.03464,0.4001,0.006275,0.3054,0.00703,12.6818,1.2832,81.32,0.01945,0.0053,1.0685,17.103,0.2681,3.1584,0.5108,2.586,0.9592,0.3041,0.76353,0.02918,0.9997,0.016501,0.3688,8.1174,0.328,0.1661,150.5,0.46793,2.2307,67.63,0.03503,0.3915
2020-12-16,0.16814,0.0856,0.3396,5.494,6.7555,0.2329,312.07,30.5577,1.5418,21335.52,0.0229,0.0003404,0.9992,0.0855,0.09492,105.39,0.0412,0.0002098,0.0034183,0.15459,3.102,6.4654,637.18,4.865,0.004331,0.00717,0.0354,0.4251,0.006424,0.3296,0.007,13.4852,1.3137,92.94,0.0195,0.00547,1.1659,17.952,0.2963,3.3508,0.5395,2.766,0.9378,0.2997,0.85623,0.03145,0.9992,0.017274,0.3952,8.3437,0.334,0.19321,158.93,0.56941,2.3669,73.21,0.03921,0.4143
2020-12-17,0.16336,0.0841,0.3324,5.354,6.6701,0.2266,310.73,30.2255,1.4236,22797.16,0.02264,0.0003274,0.9993,0.0838,0.09342,108.22,0.03856,0.0002274,0.003722,0.15266,3.0416,6.4786,642.7,4.867,0.004134,0.00687,0.03468,0.4087,0.006419,0.3206,0.006819,13.444,1.3098,101.01,0.01896,0.00565,1.1509,17.773,0.2744,3.2374,0.5338,2.688,1.018,0.2967,0.8154,0.03072,0.9996,0.017092,0.3642,7.93,0.3279,0.18612,160.42,0.5769,2.2964,74.28,0.0379,0.4072
2020-12-18,0.16502,0.0806,0.353,5.329,6.7099,0.2496,313.33,30.9882,1.398,23107.39,0.02294,0.000332,0.9994,0.086,0.09975,108.05,0.03995,0.0002422,0.0038675,0.16037,3.0594,6.3915,653.85,4.92,0.004106,0.00723,0.03558,0.4336,0.006556,0.3239,0.00729,13.5001,1.3644,109.34,0.02055,0.00611,1.148,17.918,0.2771,3.2463,0.5695,2.74,1.0049,0.3172,0.90713,0.03109,0.9988,0.017424,0.395,7.8286,0.3363,0.18525,154.44,0.58337,2.325,73.89,0.0438,0.4128
2020-12-19,0.16433,0.08,0.3556,5.289,6.6703,0.2445,318.13,33.3167,1.3714,23821.61,0.024,0.0003398,0.9988,0.089,0.10326,108.27,0.04062,0.0002391,0.0039291,0.15884,3.0535,6.4149,658.03,5.044,0.004096,0.00758,0.03578,0.4338,0.00661,0.3405,0.006925,13.4747,1.4021,119.85,0.0199,0.00638,1.1324,17.835,0.2894,3.2597,0.5645,2.811,0.9942,0.3036,0.90017,0.03124,0.9989,0.017373,0.4103,7.6656,0.353,0.18139,154.6,0.57666,2.3237,73.5,0.05009,0.4236
2020-12-20,0.16201,0.0785,0.3397,5.036,6.5067,0.2321,349.21,34.3148,1.3057,23455.52,0.0261,0.0003366,0.9994,0.089,0.09544,109.56,0.04282,0.0002356,0.0046381,0.15236,3.1361,6.4949,638.18,4.979,0.004292,0.01268,0.03692,0.4277,0.006469,0.3243,0.007272,13.0604,1.3535,114.58,0.01918,0.00816,1.0826,17.541,0.294,3.17,0.5505,2.802,0.9237,0.2935,0.915,0.03122,0.9995,0.016325,0.3883,7.1741,0.3386,0.17666,152.42,0.55586,2.2674,73.69,0.04627,0.3953
2020-12-21,0.15278,0.0738,0.3248,5.031,6.1733,0.2238,313.41,32.05,1.2302,22719.71,0.02413,0.0003201,0.9997,0.0829,0.08946,103.9,0.03749,0.0002272,0.0047784,0.14511,2.9288,6.1075,607.58,4.822,0.004041,0.01046,0.03668,0.4005,0.006164,0.3044,0.007209,12.3049,1.2796,104.45,0.01808,0.0066,1.0392,16.514,0.2724,2.9574,0.5192,2.592,0.896,0.2792,0.92725,0.02926,0.9997,0.015523,0.3772,6.6577,0.3315,0.16519,145.66,0.51445,2.1801,67.77,0.0494,0.3779
2020-12-22,0.15646,0.0754,0.3367,4.943,6.1878,0.2182,322.69,33.5151,1.352,23810.79,0.02498,0.0003193,0.9999,0.0802,0.08953,105.76,0.03998,0.0002338,0.0045159,0.1447,2.898,6.1198,636.45,4.974,0.004085,0.01274,0.0369,0.3964,0.006132,0.3072,0.00704,12.7842,1.2875,114.32,0.01861,0.00856,1.0797,16.516,0.2646,3.0043,0.5206,2.574,0.8888,0.2826,1.08618,0.02885,0.9999,0.015854,0.379,7.0959,0.3294,0.16212,156.56,0.44642,2.1824,67.64,0.05138,0.3751
2020-12-23,0.13635,0.0636,0.2891,4.395,5.166,0.1931,275.48,31.1843,1.1809,23232.76,0.02089,0.0002763,1.0004,0.0691,0.08044,91.4,0.03598,0.000205,0.0037449,0.12203,2.3148,5.099,585.56,4.746,0.003435,0.01026,0.03015,0.3529,0.005073,0.2647,0.005949,10.9736,1.108,102.45,0.01522,0.00686,0.9684,13.456,0.2262,2.3303,0.4086,2.096,0.7275,0.2607,1.06912,0.0248,1.0004,0.013236,0.315,5.8732,0.2789,0.12661,150.92,0.2605,1.819,55.42,0.05727,0.3311
2020-12-24,0.15304,0.0689,0.3142,4.959,5.5585,0.2178,296.99,32.4895,1.2293,23729.2,0.02318,0.0003006,1.0003,0.0748,0.09072,98.54,0.03768,0.0002043,0.0045731,0.14394,2.6682,5.6031,612.31,4.875,0.003671,0.01165,0.03294,0.3781,0.005668,0.2944,0.006664,11.5724,1.21,111.13,0.01641,0.00855,1.0539,15.269,0.2476,2.5923,0.4598,2.312,0.8143,0.2814,1.18574,0.02769,1.0003,0.014893,0.3275,6.4838,0.2937,0.15818,156.86,0.33863,2.06,62.1,0.05938,0.3641
2020-12-25,0.15761,0.0678,0.3088,4.909,5.6154,0.214,319.14,33.1996,1.2183,24712.47,0.02285,0.0003073,1.0004,0.0735,0.09137,103.12,0.0361,0.0002158,0.0045549,0.14067,2.6661,5.7568,626.82,4.926,0.003611,0.01113,0.03229,0.4034,0.005818,0.2926,0.006558,11.5543,1.2128,127.78,0.01662,0.00885,1.06,15.173,0.2414,2.5971,0.4524,2.288,0.7797,0.3029,1.28291,0.02854,1.0004,0.014598,0.3459,6.6622,0.2943,0.15238,159.14,0.31768,2.0286,64.27,0.06327,0.3588
2020-12-26,0.15839,0.0679,0.3094,4.81,5.2596,0.2138,323.6,33.6361,1.2766,26493.39,0.02314,0.0002997,1.0007,0.0724,0.08911,107.99,0.04572,0.0002099,0.0045131,0.14066,2.6128,5.8379,637.44,5.072,0.003847,0.0125,0.03231,0.4167,0.005847,0.2867,0.006877,10.9809,1.2,129.61,0.01926,0.01114,1.0278,14.984,0.231,2.5391,0.4546,2.26,0.7734,0.3199,1.66866,0.0278,1.0006,0.016471,0.3234,6.3428,0.283,0.14673,168.21,0.29481,1.9793,66.56,0.0866,0.3539
2020-12-27,0.15467,0.0671,0.319,4.842,5.4094,0.2087,338.1,33.674,1.2822,26281.66,0.02229,0.000298,1.0012,0.0713,0.08667,107.48,0.04273,0.0002162,0.004547,0.13666,2.7167,5.8101,685.11,5.143,0.003641,0.01234,0.0316,0.4014,0.005785,0.297,0.006749,12.1541,1.1906,127.88,0.01832,0.01775,1.1146,15.112,0.2296,2.6441,0.4498,2.275,0.7957,0.4133,1.35045,0.02889,1.0012,0.016542,0.3575,6.3995,0.2766,0.14527,156.99,0.28407,2.004,66.97,0.07637,0.3738
2020-12-28,0.17627,0.0675,0.3578,5.391,6.0956,0.2107,360.77,35.951,1.3541,27079.41,0.0225,0.0003003,1.0016,0.0715,0.08633,107.11,0.04068,0.0002169,0.0046015,0.13875,2.7638,5.9188,730.41,5.41,0.003914,0.01112,0.03373,0.4496,0.005892,0.3064,0.006521,12.6081,1.1994,129.83,0.01887,0.01325,1.0721,15.63,0.2285,2.661,0.4639,2.384,0.8045,0.3876,1.55606,0.02959,1.0017,0.020212,0.3602,6.6245,0.282,0.14448,166.64,0.24845,2.1213,69.04,0.0893,0.3771
2020-12-29,0.19067,0.0652,0.3461,5.622,5.6534,0.2064,352.92,39.0667,1.3348,27385.0,0.02145,0.0002912,1.001,0.08,0.08385,103.93,0.03842,0.0002025,0.0045012,0.13286,2.6391,5.719,732.0,5.617,0.004506,0.01054,0.03273,0.4673,0.005797,0.3025,0.006584,11.7786,1.1525,128.8,0.01845,0.01248,1.0631,15.054,0.2164,2.5641,0.4548,2.271,0.7656,0.4099,1.43206,0.02767,1.0008,0.021135,0.3338,7.0125,0.2909,0.13831,161.54,0.22142,2.0429,65.33,0.08431,0.3652
2020-12-30,0.18389,0.0634,0.3355,5.424,5.3754,0.2013,358.69,38.1558,1.3225,28875.54,0.02067,0.0002935,0.9997,0.0778,0.08605,101.89,0.03731,0.0001962,0.0046251,0.12934,2.6123,5.6799,752.17,5.749,0.004832,0.00984,0.03251,0.4728,0.005945,0.2954,0.006663,11.2435,1.1571,130.05,0.01808,0.01558,1.0621,14.722,0.2032,2.4605,0.4449,2.215,0.7512,0.3953,1.59692,0.02695,0.9996,0.0202,0.3212,6.6235,0.2754,0.13175,159.55,0.21138,1.989,64.09,0.07734,0.3595
2020-12-31,0.18134,0.0616,0.3353,6.465,5.3492,0.1996,342.15,37.3588,1.2628,28923.63,0.02066,0.000288,0.9987,0.0789,0.08419,99.45,0.0368,0.000189,0.0046709,0.12977,2.5911,5.6562,736.42,5.758,0.004964,0.00944,0.03184,0.4665,0.005673,0.2964,0.006372,11.2364,1.1508,124.21,0.01758,0.01371,1.0253,14.256,0.2112,2.4737,0.4413,2.222,0.7323,0.396,1.86224,0.02677,0.9986,0.018754,0.3113,6.1939,0.275,0.12762,156.22,0.21959,2.0107,63.91,0.08257,0.3548
2021-01-01,0.17509,0.0685,0.3978,5.861,5.5,0.2042,341.83,37.7762,1.2907,29331.69,0.02155,0.000293,0.9973,0.0823,0.08564,87.97,0.03917,0.0001933,0.00568,0.13561,2.6378,5.6938,728.91,5.806,0.007326,0.00977,0.03298,0.4497,0.005787,0.2912,0.006602,11.8477,1.144,126.24,0.01777,0.01321,1.0336,14.461,0.2125,2.5432,0.4491,2.268,0.7482,0.4272,1.96621,0.02685,0.9974,0.019052,0.3158,5.9795,0.2838,0.13207,135.81,0.23746,2.0075,56.6,0.07887,0.3744
2021-01-02,0.17742,0.0641,0.4075,5.42,6.0575,0.2037,354.55,38.2331,1.2783,32178.33,0.02278,0.0003373,0.9989,0.0861,0.08538,87.02,0.03834,0.0002035,0.0105264,0.13156,2.6321,5.7763,774.56,6.2,0.005518,0.00941,0.03335,0.434,0.005615,0.2863,0.006642,12.2215,1.1566,136.96,0.01904,0.01126,1.0469,14.426,0.2058,2.5422,0.4653,2.249,0.713,0.4573,2.40024,0.02721,0.9989,0.019993,0.3027,5.5873,0.2803,0.12751,143.52,0.22064,1.9992,57.46,0.07219,0.3604
2021-01-03,0.20615,0.0668,0.4253,5.829,6.7703,0.217,423.61,41.2575,1.3987,33000.05,0.02444,0.0003128,0.9979,0.0786,0.08756,89.65,0.0389,0.0002199,0.0098209,0.135,2.7985,6.5678,978.28,6.945,0.008274,0.00883,0.03305,0.4864,0.005726,0.3098,0.006736,13.6814,1.244,161.24,0.01997,0.00982,1.7129,16.024,0.22,3.0498,0.503,2.466,0.794,0.4818,2.12597,0.02949,0.9986,0.026226,0.308,5.5581,0.2874,0.13653,138.26,0.2254,2.1345,59.35,0.06763,0.3923
2021-01-04,0.22528,0.0731,0.4463,6.044,6.7446,0.2184,405.49,41.1333,1.4033,31988.71,0.0238,0.0003139,0.9993,0.0757,0.08464,89.01,0.04,0.000219,0.0097613,0.14105,2.8191,7.0374,1041.43,7.535,0.009184,0.00884,0.03245,0.523,0.005796,0.3433,0.006516,13.5935,1.2042,155.34,0.02468,0.00939,1.49,16.372,0.2163,3.2938,0.4945,2.515,0.8232,0.491,1.96868,0.03095,0.9994,0.024598,0.3077,5.3943,0.2879,0.16404,133.79,0.23565,2.3284,60.34,0.06998,0.3948
2021-01-05,0.25873,0.0712,0.4794,6.196,7.4267,0.2312,418.09,41.8219,1.5792,33949.53,0.02472,0.0003104,0.9969,0.077,0.0918,89.11,0.04029,0.000214,0.00997,0.14654,2.8862,7.271,1099.56,8.656,0.012142,0.00966,0.03754,0.5472,0.005739,0.352,0.00686,14.5162,1.2282,158.43,0.0244,0.00948,1.5348,16.868,0.2322,3.5141,0.509,2.612,0.8518,0.5214,2.13193,0.02852,0.997,0.027964,0.3173,5.5768,0.2866,0.19291,136.0,0.22573,2.377,59.64,0.07023,0.4447
2021-01-06,0.33309,0.0765,0.5111,6.682,8.8655,0.2504,453.44,42.2417,1.5778,36769.36,0.02626,0.0003242,0.9976,0.0824,0.1057,94.22,0.04335,0.0002327,0.01042,0.16005,3.3711,7.5723,1208.42,9.383,0.0142,0.01002,0.03834,0.6253,0.006113,0.3819,0.007374,17.2322,1.3705,168.92,0.03555,0.01038,2.5504,19.535,0.2551,3.7082,0.5808,3.013,1.0319,0.5241,2.16676,0.03046,0.9976,0.030819,0.3333,5.84,0.3224,0.33938,142.31,0.24854,2.6476,63.92,0.07772,0.4618
2021-01-07,0.29928,0.0847,0.4611,6.264,8.4758,0.2565,448.0,43.5728,1.5986,39432.28,0.02867,0.0003326,0.9987,0.094,0.20827,98.96,0.04456,0.000244,0.0097439,0.16388,3.1943,7.2142,1224.87,9.571,0.012292,0.00964,0.03824,0.574,0.006353,0.3831,0.007309,15.9628,1.3464,169.35,0.03297,0.00956,4.3386,20.889,0.2504,3.508,0.5591,2.894,1.0929,0.5426,1.98791,0.03095,0.9988,0.028673,0.3637,5.9377,0.3563,0.31124,142.9,0.32389,2.5294,67.75,0.07581,0.4386
2021-01-08,0.30389,0.0808,0.455,5.931,10.3497,0.2508,436.98,42.356,1.5617,40582.81,0.02818,0.0003317,0.9993,0.1689,0.16442,96.2,0.05808,0.0002693,0.00974,0.21488,3.1094,6.9565,1216.93,9.356,0.011435,0.01115,0.06091,0.628,0.008581,0.3693,0.007151,15.2381,1.3317,172.19,0.03159,0.01011,4.0475,19.724,0.2489,3.4039,0.5563,2.861,1.159,0.4941,1.99427,0.0304,0.9992,0.027299,0.3436,5.6108,0.3299,0.297,142.11,0.32032,2.4547,68.59,0.07337,0.44
2021-01-09,0.33062,0.0891,0.4847,6.54,9.853,0.2744,574.88,43.8479,1.6236,40088.22,0.03004,0.0004095,0.9964,0.1826,0.1515,109.94,0.05223,0.0003115,0.0101789,0.20456,3.6145,7.763,1276.0,9.537,0.011378,0.01123,0.05074,0.6849,0.011344,0.432,0.007906,17.5501,1.4582,177.26,0.03346,0.01067,3.54,21.338,0.2753,3.7078,0.634,3.228,1.3357,0.4983,2.04103,0.03382,0.9962,0.028812,0.3865,6.1818,0.3587,0.31054,147.4,0.32419,2.6357,78.44,0.07587,0.5405
